CustomerKey;FirstName;LastName;FullName;BirthDate;Gender;Children;Education;DateFirstPurchase;CommuteDistance;CustomerCity
15356;Dawn;Jai;Dawn Jai;1960-10-16;Female;3;Partial High School;2024-03-07;10+ Miles;Frankfurt am Main
15627;Troy;Srini;Troy Srini;1978-06-23;Male;2;Partial College;2023-02-17;1-2 Miles;Frankfurt am Main
16034;Pamela;Suri;Pamela Suri;1968-06-09;Female;1;Graduate Degree;2024-11-25;0-1 Miles;Frankfurt am Main
16196;Kurt;Raheem;Kurt Raheem;1979-04-20;Male;1;Bachelors;2023-03-07;0-1 Miles;Frankfurt am Main
16290;Russell;Nath;Russell Nath;1971-04-22;Male;2;Partial College;2023-04-20;0-1 Miles;Frankfurt am Main
16538;Stacey;Liang;Stacey Liang;1965-07-12;Female;1;Partial College;2023-06-30;1-2 Miles;Frankfurt am Main
17201;Vincent;Yang;Vincent Yang;1951-05-21;Male;5;Partial College;2024-12-24;10+ Miles;Frankfurt am Main
17630;Gilbert;Zhang;Gilbert Zhang;1978-09-22;Male;1;Bachelors;2024-02-07;1-2 Miles;Frankfurt am Main
17722;Jerome;Serrano;Jerome Serrano;1948-05-06;Male;1;Partial College;2023-09-15;0-1 Miles;Frankfurt am Main
17765;Valerie;Zhang;Valerie Zhang;1974-08-04;Female;1;Bachelors;2023-10-25;1-2 Miles;Frankfurt am Main
17833;Monique;Suarez;Monique Suarez;1973-02-28;Female;1;Bachelors;2023-10-10;0-1 Miles;Frankfurt am Main
17853;Ernest;Chen;Ernest Chen;1978-11-03;Male;0;Partial High School;2024-07-27;1-2 Miles;Frankfurt am Main
18167;Raul;Chander;Raul Chander;1957-08-09;Male;4;High School;2023-06-05;2-5 Miles;Frankfurt am Main
19197;Briana;Sandoval;Briana Sandoval;1976-05-16;Female;2;Partial College;2023-10-13;0-1 Miles;Frankfurt am Main
19364;Alejandro;Nara;Alejandro Nara;1973-10-16;Male;1;Bachelors;2022-05-07;0-1 Miles;Frankfurt am Main
19451;Pedro;Sara;Pedro Sara;1972-03-20;Male;4;Partial High School;2022-10-26;0-1 Miles;Frankfurt am Main
19496;Edgar;Subram;Edgar Subram;1984-07-08;Male;3;Partial College;2022-11-21;0-1 Miles;Frankfurt am Main
20163;Krystal;Zhang;Krystal Zhang;1948-10-29;Female;2;Partial College;2023-03-29;1-2 Miles;Frankfurt am Main
20833;Douglas;Sai;Douglas Sai;1965-11-08;Male;1;Partial College;2023-06-12;0-1 Miles;Frankfurt am Main
21672;Craig;Gomez;Craig Gomez;1977-11-03;Male;0;High School;2024-12-26;2-5 Miles;Frankfurt am Main
22474;Leah;Zhu;Leah Zhu;1977-11-29;Female;5;Partial High School;2024-12-07;0-1 Miles;Frankfurt am Main
22565;Brenda;Subram;Brenda Subram;1961-08-11;Female;1;Bachelors;2024-11-19;0-1 Miles;Frankfurt am Main
22710;Trisha;Zhao;Trisha Zhao;1980-04-08;Female;0;Partial High School;2024-04-18;0-1 Miles;Frankfurt am Main
22809;Martin;Sara;Martin Sara;1950-12-13;Male;5;Partial College;2024-12-30;10+ Miles;Frankfurt am Main
23624;Jillian;Malhotra;Jillian Malhotra;1957-02-14;Female;4;High School;2024-05-23;10+ Miles;Frankfurt am Main
23759;Clinton;Alonso;Clinton Alonso;1979-06-16;Male;1;Bachelors;2024-01-21;0-1 Miles;Frankfurt am Main
23916;Ruben;Serrano;Ruben Serrano;1974-06-04;Male;4;Partial High School;2024-08-30;0-1 Miles;Frankfurt am Main
23965;Dustin;Shan;Dustin Shan;1968-01-23;Male;1;Graduate Degree;2024-04-30;0-1 Miles;Frankfurt am Main
24718;Terrence;Black;Terrence Black;1982-06-04;Male;2;Partial College;2024-04-07;1-2 Miles;Frankfurt am Main
24883;Stacey;Lin;Stacey Lin;1958-03-22;Female;4;Partial High School;2024-01-04;5-10 Miles;Frankfurt am Main
25305;Ivan;Rodriguez;Ivan Rodriguez;1978-11-07;Male;1;Bachelors;2024-04-13;0-1 Miles;Frankfurt am Main
25451;Geoffrey;Subram;Geoffrey Subram;1973-02-24;Male;1;Partial College;2024-11-26;1-2 Miles;Frankfurt am Main
25455;Jorge;Zheng;Jorge Zheng;1983-01-10;Male;4;Partial High School;2024-11-13;0-1 Miles;Frankfurt am Main
25498;Shane;Kapoor;Shane Kapoor;1968-12-10;Male;1;Bachelors;2024-08-15;0-1 Miles;Frankfurt am Main
25602;Jermaine;Sara;Jermaine Sara;1974-07-05;Male;0;Graduate Degree;2024-08-13;0-1 Miles;Frankfurt am Main
25678;Erica;Yang;Erica Yang;1980-05-02;Female;0;Partial High School;2025-01-19;0-1 Miles;Frankfurt am Main
25751;Gina;Alvarez;Gina Alvarez;1980-01-31;Female;0;Graduate Degree;2024-10-10;0-1 Miles;Frankfurt am Main
25788;Nichole;Yuan;Nichole Yuan;1965-10-04;Female;3;Partial College;2024-02-17;5-10 Miles;Frankfurt am Main
26382;Dale;Xu;Dale Xu;1974-05-02;Male;2;Partial College;2024-01-26;0-1 Miles;Frankfurt am Main
26857;Willie;Anand;Willie Anand;1982-03-12;Male;2;Partial College;2024-06-11;0-1 Miles;Frankfurt am Main
26864;Christine;Sutton;Christine Sutton;1984-11-29;Female;3;Partial College;2023-12-29;0-1 Miles;Frankfurt am Main
26879;Shannon;Lin;Shannon Lin;1981-10-14;Female;0;High School;2024-10-16;2-5 Miles;Frankfurt am Main
26933;Jessie;Sanz;Jessie Sanz;1965-11-11;Female;1;Partial College;2024-04-01;1-2 Miles;Frankfurt am Main
27129;Mindy;Tang;Mindy Tang;1986-04-21;Female;0;Graduate Degree;2024-05-04;0-1 Miles;Frankfurt am Main
28518;Tammy;Sanchez;Tammy Sanchez;1975-05-17;Female;0;Bachelors;2024-07-31;0-1 Miles;Frankfurt am Main
28538;Jerome;Sanz;Jerome Sanz;1978-11-16;Male;0;Partial High School;2024-08-24;0-1 Miles;Frankfurt am Main
28687;Javier;Gutierrez;Javier Gutierrez;1981-11-16;Male;2;High School;2024-07-09;0-1 Miles;Frankfurt am Main
29375;Sergio;Malhotra;Sergio Malhotra;1971-03-06;Male;2;High School;2024-12-25;0-1 Miles;Frankfurt am Main
11082;Angela;Butler;Angela Butler;1972-02-01;Female;0;Graduate Degree;2024-01-22;1-2 Miles;Fremont
11285;Jeremy;Anderson;Jeremy Anderson;1973-03-15;Male;1;Partial College;2024-07-27;2-5 Miles;Fremont
11536;Logan;Chow;Logan Chow;1969-04-13;Male;4;Graduate Degree;2022-09-24;1-2 Miles;Fremont
11623;Angela;Perry;Angela Perry;1978-12-25;Female;1;Graduate Degree;2022-09-07;1-2 Miles;Fremont
11736;Sebastian;Sanchez;Sebastian Sanchez;1970-09-21;Male;1;Partial College;2024-10-17;0-1 Miles;Fremont
11971;Amanda;Adams;Amanda Adams;1979-03-03;Female;0;Bachelors;2024-04-15;2-5 Miles;Fremont
11978;Jackson;Washington;Jackson Washington;1977-10-18;Male;0;Graduate Degree;2024-02-03;0-1 Miles;Fremont
12043;Carson;Patterson;Carson Patterson;1980-03-20;Male;0;Partial College;2024-09-21;5-10 Miles;Fremont
12058;Chloe;Nelson;Chloe Nelson;1948-12-30;Female;2;Bachelors;2022-11-14;0-1 Miles;Fremont
12076;Chloe;Washington;Chloe Washington;1955-02-22;Female;5;Bachelors;2022-11-04;10+ Miles;Fremont
12111;Jacqueline;Gonzales;Jacqueline Gonzales;1956-02-01;Female;2;Partial College;2024-07-10;2-5 Miles;Fremont
13187;Evan;Wright;Evan Wright;1948-02-14;Male;2;Graduate Degree;2024-04-30;5-10 Miles;Fremont
13216;Mary;Mitchell;Mary Mitchell;1952-03-14;Female;5;Bachelors;2024-05-08;10+ Miles;Fremont
13416;Richard;Roberts;Richard Roberts;1944-11-16;Male;1;Graduate Degree;2024-03-10;1-2 Miles;Fremont
14379;Richard;Foster;Richard Foster;1949-08-21;Male;4;Graduate Degree;2023-09-20;10+ Miles;Fremont
15202;Blake;Bryant;Blake Bryant;1963-04-25;Male;2;Partial College;2024-07-29;5-10 Miles;Fremont
15321;Blake;Phillips;Blake Phillips;1952-10-31;Male;5;Bachelors;2023-03-26;1-2 Miles;Fremont
15339;Noah;Zhang;Noah Zhang;1955-12-29;Male;2;Partial College;2023-04-14;10+ Miles;Fremont
15838;Julia;Taylor;Julia Taylor;1985-02-13;Female;0;Partial College;2024-04-29;5-10 Miles;Fremont
15941;Bailey;Brooks;Bailey Brooks;1970-08-26;Female;3;Bachelors;2023-11-24;1-2 Miles;Fremont
16101;Mary;Lopez;Mary Lopez;1975-03-19;Female;2;Graduate Degree;2024-10-14;0-1 Miles;Fremont
16505;Erin;Gray;Erin Gray;1985-08-03;Female;0;High School;2024-12-11;5-10 Miles;Fremont
16799;Stephanie;Gonzales;Stephanie Gonzales;1954-04-06;Female;2;Bachelors;2024-01-23;2-5 Miles;Fremont
16962;Zachary;Coleman;Zachary Coleman;1975-02-22;Male;1;Graduate Degree;2025-01-19;0-1 Miles;Fremont
17031;Grace;Thomas;Grace Thomas;1965-05-24;Female;5;Bachelors;2024-04-09;2-5 Miles;Fremont
17170;Jasmine;James;Jasmine James;1957-01-02;Female;2;Partial College;2024-04-14;10+ Miles;Fremont
17366;Devin;Harris;Devin Harris;1974-05-16;Male;4;Bachelors;2024-03-15;1-2 Miles;Fremont
17475;Jackson;Green;Jackson Green;1945-10-03;Male;5;Graduate Degree;2024-11-23;10+ Miles;Fremont
17517;Daniel;Williams;Daniel Williams;1978-08-15;Male;0;Bachelors;2024-11-23;2-5 Miles;Fremont
18424;Samuel;Williams;Samuel Williams;1960-01-09;Male;2;High School;2024-03-08;5-10 Miles;Fremont
18426;Luke;Gonzales;Luke Gonzales;1958-09-21;Male;3;Graduate Degree;2024-12-25;1-2 Miles;Fremont
18540;Victoria;Perry;Victoria Perry;1948-12-25;Female;5;Bachelors;2024-12-25;10+ Miles;Fremont
18924;Rachel;Williams;Rachel Williams;1979-05-21;Female;0;Partial College;2024-06-05;5-10 Miles;Fremont
18938;Lucas;Lopez;Lucas Lopez;1962-11-30;Male;2;Partial High School;2024-10-18;5-10 Miles;Fremont
18954;Dalton;Young;Dalton Young;1970-11-23;Male;3;Bachelors;2024-11-21;1-2 Miles;Fremont
18988;Courtney;Baker;Courtney Baker;1950-07-05;Female;5;Bachelors;2024-11-01;2-5 Miles;Fremont
20017;Anna;Sanders;Anna Sanders;1976-10-11;Female;0;Bachelors;2024-12-25;2-5 Miles;Fremont
20374;Fernando;Adams;Fernando Adams;1959-12-13;Male;2;Partial High School;2024-05-31;1-2 Miles;Fremont
20400;Sydney;Henderson;Sydney Henderson;1948-03-20;Female;4;Bachelors;2024-07-06;1-2 Miles;Fremont
20522;Kevin;Parker;Kevin Parker;1954-06-07;Male;2;Bachelors;2024-08-16;10+ Miles;Fremont
21282;Julia;Smith;Julia Smith;1983-09-07;Female;0;Partial College;2024-10-09;5-10 Miles;Fremont
21300;Kaylee;Morgan;Kaylee Morgan;1978-01-30;Female;1;Bachelors;2024-01-14;0-1 Miles;Fremont
21386;Abigail;Wood;Abigail Wood;1986-03-10;Female;0;Partial College;2024-12-26;5-10 Miles;Fremont
21575;Justin;Foster;Justin Foster;1962-02-12;Male;3;Partial College;2023-12-30;2-5 Miles;Fremont
21594;Brianna;Moore;Brianna Moore;1985-08-16;Female;2;Bachelors;2024-11-06;0-1 Miles;Fremont
21610;Caleb;Edwards;Caleb Edwards;1981-02-16;Male;4;Graduate Degree;2024-02-27;2-5 Miles;Fremont
22293;Jasmine;Johnson;Jasmine Johnson;1968-12-17;Female;4;Bachelors;2024-06-06;2-5 Miles;Fremont
23212;James;Jones;James Jones;1979-04-13;Male;0;Bachelors;2024-11-23;0-1 Miles;Fremont
23257;Charles;Stewart;Charles Stewart;1959-11-23;Male;1;Partial College;2024-07-13;1-2 Miles;Fremont
23349;Lauren;Johnson;Lauren Johnson;1978-12-18;Female;0;Bachelors;2024-09-27;2-5 Miles;Fremont
23863;Christian;Williams;Christian Williams;1972-10-05;Male;0;Bachelors;2024-06-10;0-1 Miles;Fremont
24296;Amanda;Gonzalez;Amanda Gonzalez;1984-02-03;Female;0;Partial College;2024-12-01;5-10 Miles;Fremont
24343;Tyler;Harris;Tyler Harris;1976-09-01;Male;4;High School;2024-03-08;0-1 Miles;Fremont
24350;Eduardo;Simmons;Eduardo Simmons;1932-12-11;Male;2;Partial High School;2024-05-03;2-5 Miles;Fremont
24620;Olivia;Morgan;Olivia Morgan;1953-08-21;Female;4;High School;2024-10-27;5-10 Miles;Fremont
24624;Allison;Murphy;Allison Murphy;1943-09-24;Female;3;Graduate Degree;2024-07-13;1-2 Miles;Fremont
24972;Edward;Garcia;Edward Garcia;1959-09-23;Male;2;Bachelors;2024-11-03;2-5 Miles;Fremont
25081;Melanie;Morris;Melanie Morris;1967-03-08;Female;0;Bachelors;2024-08-20;0-1 Miles;Fremont
25366;Eduardo;Bailey;Eduardo Bailey;1974-08-11;Male;1;Partial College;2024-03-16;1-2 Miles;Fremont
25391;Morgan;Murphy;Morgan Murphy;1974-09-22;Female;2;Bachelors;2024-05-29;0-1 Miles;Fremont
25933;Dalton;Stewart;Dalton Stewart;1982-12-03;Male;0;Partial College;2024-08-28;1-2 Miles;Fremont
26306;Kyle;Holt;Kyle Holt;1980-04-22;Male;2;Bachelors;2023-03-20;0-1 Miles;Fremont
26329;Angelica;Bryant;Angelica Bryant;1978-05-17;Female;2;Bachelors;2023-04-04;2-5 Miles;Fremont
27065;Jordan;Wright;Jordan Wright;1978-08-10;Male;1;Graduate Degree;2024-07-01;1-2 Miles;Fremont
27237;Jasmine;Ramirez;Jasmine Ramirez;1970-05-22;Female;2;Partial College;2024-04-29;0-1 Miles;Fremont
27666;Alyssa;Garcia;Alyssa Garcia;1960-01-23;Female;3;Partial High School;2022-01-06;5-10 Miles;Fremont
27751;Zoe;Cooper;Zoe Cooper;1982-05-05;Female;0;Partial College;2024-05-29;5-10 Miles;Fremont
27988;Dylan;Ross;Dylan Ross;1955-03-07;Male;4;High School;2024-10-19;5-10 Miles;Fremont
28090;Edward;Walker;Edward Walker;1984-10-02;Male;0;Partial College;2024-04-01;5-10 Miles;Fremont
28125;Dalton;Jackson;Dalton Jackson;1981-03-21;Male;0;Partial College;2024-12-13;5-10 Miles;Fremont
28238;Dalton;Flores;Dalton Flores;1971-01-04;Male;3;Bachelors;2024-12-29;1-2 Miles;Fremont
28591;Mary;Collins;Mary Collins;1961-02-10;Female;3;Partial High School;2024-07-27;0-1 Miles;Fremont
28636;Victoria;Bryant;Victoria Bryant;1978-09-23;Female;1;Graduate Degree;2024-12-26;0-1 Miles;Fremont
29076;Megan;Miller;Megan Miller;1982-09-01;Female;0;Partial College;2024-12-16;1-2 Miles;Fremont
29199;James;Wilson;James Wilson;1959-04-06;Male;3;Partial High School;2024-09-06;2-5 Miles;Fremont
11387;Megan;Ramirez;Megan Ramirez;1964-11-29;Female;3;Graduate Degree;2022-07-26;0-1 Miles;Gateshead
11413;Megan;Stewart;Megan Stewart;1959-10-13;Female;4;Partial College;2022-08-10;2-5 Miles;Gateshead
12496;Melanie;Cox;Melanie Cox;1980-07-18;Female;1;Bachelors;2024-08-20;0-1 Miles;Gateshead
12630;Kevin;Simmons;Kevin Simmons;1960-03-21;Male;4;Partial College;2023-08-09;10+ Miles;Gateshead
12840;Naomi;Sanz;Naomi Sanz;1945-08-08;Female;1;Graduate Degree;2024-02-26;0-1 Miles;Gateshead
13535;Omar;Nara;Omar Nara;1965-12-09;Male;1;Partial College;2024-07-21;0-1 Miles;Gateshead
13583;Blake;Butler;Blake Butler;1960-05-11;Male;3;High School;2022-01-21;10+ Miles;Gateshead
13586;Larry;Alonso;Larry Alonso;1964-05-17;Male;4;Partial College;2024-04-27;10+ Miles;Gateshead
13694;Savannah;Gray;Savannah Gray;1982-12-10;Female;0;High School;2024-04-05;2-5 Miles;Gateshead
14146;Toni;Sara;Toni Sara;1965-01-18;Female;2;Partial College;2022-04-19;2-5 Miles;Gateshead
14525;Claudia;Sun;Claudia Sun;1982-12-05;Female;0;Graduate Degree;2022-04-08;0-1 Miles;Gateshead
14700;Edward;Edwards;Edward Edwards;1979-05-21;Male;1;Bachelors;2022-05-27;0-1 Miles;Gateshead
14812;Hunter;Henderson;Hunter Henderson;1971-11-14;Male;0;Bachelors;2024-05-29;0-1 Miles;Gateshead
14839;Natasha;Sanz;Natasha Sanz;1982-11-15;Female;0;Partial College;2024-06-01;2-5 Miles;Gateshead
15078;Jacob;Wilson;Jacob Wilson;1980-08-06;Male;0;Bachelors;2022-08-04;1-2 Miles;Gateshead
15461;Alberto;Gutierrez;Alberto Gutierrez;1947-11-10;Male;1;Bachelors;2024-02-13;0-1 Miles;Gateshead
16293;Sean;Adams;Sean Adams;1970-05-12;Male;1;Bachelors;2024-07-01;0-1 Miles;Gateshead
16945;Brianna;Kelly;Brianna Kelly;1943-11-11;Female;1;Graduate Degree;2023-05-27;0-1 Miles;Gateshead
17112;Janet;Jimenez;Janet Jimenez;1976-01-18;Female;2;Partial College;2024-07-18;0-1 Miles;Gateshead
17795;Jaime;Diaz;Jaime Diaz;1972-01-29;Female;1;Bachelors;2023-08-03;0-1 Miles;Gateshead
17895;Allen;Subram;Allen Subram;1959-08-07;Male;2;Partial College;2024-04-14;2-5 Miles;Gateshead
18135;Blake;Diaz;Blake Diaz;1967-12-13;Male;3;Partial High School;2023-11-04;5-10 Miles;Gateshead
18160;Bryan;Rivera;Bryan Rivera;1965-10-10;Male;3;High School;2023-11-17;5-10 Miles;Gateshead
19047;Sydney;Walker;Sydney Walker;1951-09-07;Female;4;Partial College;2024-04-05;0-1 Miles;Gateshead
19066;Dylan;Sharma;Dylan Sharma;1957-07-22;Male;4;Partial College;2024-10-01;10+ Miles;Gateshead
19193;Omar;Lal;Omar Lal;1976-05-21;Male;2;Partial College;2023-02-18;1-2 Miles;Gateshead
19278;Willie;Sun;Willie Sun;1966-01-10;Male;1;Partial College;2023-03-08;0-1 Miles;Gateshead
20872;Theodore;Moreno;Theodore Moreno;1984-08-16;Male;3;High School;2023-06-22;0-1 Miles;Gateshead
20886;Bruce;Raman;Bruce Raman;1972-09-07;Male;1;Bachelors;2023-07-04;2-5 Miles;Gateshead
21092;Gina;Gutierrez;Gina Gutierrez;1969-08-05;Female;1;Bachelors;2023-10-24;0-1 Miles;Gateshead
21520;Seth;Baker;Seth Baker;1951-01-14;Male;3;Bachelors;2024-10-31;10+ Miles;Gateshead
21547;Brad;Raje;Brad Raje;1970-05-06;Male;4;High School;2024-08-30;10+ Miles;Gateshead
22798;Heidi;Fernandez;Heidi Fernandez;1963-02-05;Female;2;High School;2024-05-07;5-10 Miles;Gateshead
22826;Christian;Russell;Christian Russell;1958-04-18;Male;4;High School;2024-03-15;10+ Miles;Gateshead
23904;Haley;Washington;Haley Washington;1973-03-20;Female;1;Bachelors;2024-04-19;1-2 Miles;Gateshead
24085;Autumn;Gao;Autumn Gao;1970-06-19;Female;1;Bachelors;2024-03-09;0-1 Miles;Gateshead
24568;Jose;Mitchell;Jose Mitchell;1956-07-13;Male;4;High School;2024-07-10;10+ Miles;Gateshead
25488;Dawn;Ye;Dawn Ye;1971-05-18;Female;1;Bachelors;2024-11-06;0-1 Miles;Gateshead
25582;Leonard;Luo;Leonard Luo;1965-12-17;Male;1;Partial College;2024-12-06;0-1 Miles;Gateshead
25626;Janet;Diaz;Janet Diaz;1975-05-18;Female;3;Partial High School;2024-02-07;0-1 Miles;Gateshead
25657;Tammy;Gonzalez;Tammy Gonzalez;1967-10-12;Female;1;Bachelors;2024-04-21;0-1 Miles;Gateshead
25761;Shish;Shridhar;Shish Shridhar;1973-12-11;Female;1;Bachelors;2024-04-02;1-2 Miles;Gateshead
26214;Christy;Chande;Christy Chande;1980-02-07;Female;1;Bachelors;2024-05-28;1-2 Miles;Gateshead
26833;Kelvin;Rai;Kelvin Rai;1971-07-13;Male;1;Bachelors;2024-06-17;0-1 Miles;Gateshead
26895;Christine;Shan;Christine Shan;1984-09-30;Female;0;Graduate Degree;2024-06-27;0-1 Miles;Gateshead
26928;Roger;Nara;Roger Nara;1949-04-18;Male;1;Bachelors;2024-06-04;0-1 Miles;Gateshead
27158;Lucas;Jones;Lucas Jones;1985-09-16;Male;0;Partial High School;2024-09-27;1-2 Miles;Gateshead
27810;Meghan;Munoz;Meghan Munoz;1969-11-21;Female;1;Bachelors;2024-12-14;0-1 Miles;Gateshead
27904;Andre;Rana;Andre Rana;1976-03-08;Male;1;High School;2024-02-24;1-2 Miles;Gateshead
27925;Adam;Butler;Adam Butler;1962-08-10;Male;2;High School;2024-11-13;0-1 Miles;Gateshead
28392;Luke;Green;Luke Green;1938-12-18;Male;1;Bachelors;2024-02-04;2-5 Miles;Gateshead
28413;Dalton;Martinez;Dalton Martinez;1981-09-09;Male;0;Partial High School;2024-09-19;0-1 Miles;Gateshead
28448;Katherine;Campbell;Katherine Campbell;1978-11-08;Female;0;Partial High School;2024-10-03;1-2 Miles;Gateshead
28511;Chase;Rivera;Chase Rivera;1981-03-13;Male;0;Partial College;2024-12-21;2-5 Miles;Gateshead
28732;Bianca;Yang;Bianca Yang;1979-09-17;Female;1;Bachelors;2024-09-22;0-1 Miles;Gateshead
11047;Jaclyn;Lu;Jaclyn Lu;1955-08-27;Female;3;High School;2022-02-03;1-2 Miles;Geelong
11054;Deanna;Munoz;Deanna Munoz;1957-09-07;Female;2;Partial College;2022-02-03;5-10 Miles;Geelong
11079;Donald;Gonzalez;Donald Gonzalez;1970-03-07;Male;0;Graduate Degree;2024-03-15;0-1 Miles;Geelong
11111;Meredith;Gutierrez;Meredith Gutierrez;1967-08-23;Female;1;Partial College;2022-05-20;0-1 Miles;Geelong
11364;Jennifer;Collins;Jennifer Collins;1985-03-22;Female;1;High School;2022-06-07;2-5 Miles;Geelong
11904;Kaylee;Cook;Kaylee Cook;1986-05-05;Female;1;Graduate Degree;2022-09-17;2-5 Miles;Geelong
11911;Rachael;Kapoor;Rachael Kapoor;1972-05-15;Female;5;Graduate Degree;2024-06-01;0-1 Miles;Geelong
11952;Dorothy;Robinson;Dorothy Robinson;1960-03-22;Male;2;Partial College;2022-10-05;1-2 Miles;Geelong
11986;Max;Alvarez;Max Alvarez;1969-01-20;Male;0;Bachelors;2022-11-22;5-10 Miles;Geelong
12243;Kristy;Rubio;Kristy Rubio;1985-11-15;Female;0;Partial College;2022-12-24;2-5 Miles;Geelong
12248;Devin;Taylor;Devin Taylor;1983-09-11;Male;1;High School;2022-12-10;1-2 Miles;Geelong
12350;Logan;Hernandez;Logan Hernandez;1984-02-22;Male;0;Bachelors;2023-01-06;10+ Miles;Geelong
12354;Lance;Ortega;Lance Ortega;1984-08-03;Male;0;Partial College;2023-01-03;10+ Miles;Geelong
12704;Barbara;Nara;Barbara Nara;1976-10-13;Female;0;Partial High School;2024-08-08;10+ Miles;Geelong
13006;Whitney;Rana;Whitney Rana;1971-10-19;Female;0;Bachelors;2023-04-23;2-5 Miles;Geelong
13008;Alberto;Muñoz;Alberto Muñoz;1976-07-05;Male;3;Bachelors;2024-08-17;0-1 Miles;Geelong
13011;Anne;Ortega;Anne Ortega;1970-11-01;Female;0;Bachelors;2023-04-19;0-1 Miles;Geelong
13044;Katrina;Jai;Katrina Jai;1957-07-22;Female;3;High School;2024-07-24;1-2 Miles;Geelong
13103;Brendan;Raji;Brendan Raji;1969-01-29;Male;0;Bachelors;2023-06-26;0-1 Miles;Geelong
13522;Logan;Taylor;Logan Taylor;1983-05-23;Male;0;High School;2024-04-24;0-1 Miles;Geelong
13618;Jay;Raman;Jay Raman;1982-05-14;Male;0;Bachelors;2023-07-11;10+ Miles;Geelong
13639;Colin;Liang;Colin Liang;1977-02-03;Male;0;High School;2024-02-14;10+ Miles;Geelong
14008;Karen;Liu;Karen Liu;1955-01-11;Female;2;Partial High School;2024-02-12;5-10 Miles;Geelong
14066;Melody;Jimenez;Melody Jimenez;1968-05-22;Female;1;Partial College;2023-08-21;5-10 Miles;Geelong
14073;Gabriel;Alexander;Gabriel Alexander;1940-10-24;Male;2;Partial College;2024-02-13;0-1 Miles;Geelong
14229;Allen;Perez;Allen Perez;1977-01-02;Male;0;Bachelors;2024-05-17;10+ Miles;Geelong
14684;James;Zhang;James Zhang;1970-06-13;Male;3;Bachelors;2024-10-16;0-1 Miles;Geelong
15120;Erika;Suarez;Erika Suarez;1981-08-16;Female;0;Bachelors;2023-10-07;10+ Miles;Geelong
15145;Crystal;Lu;Crystal Lu;1977-01-15;Female;0;Bachelors;2023-09-29;10+ Miles;Geelong
15215;Alberto;Jiménez;Alberto Jiménez;1972-03-24;Male;0;Graduate Degree;2023-11-15;1-2 Miles;Geelong
15263;Paige;Coleman;Paige Coleman;1946-06-19;Female;2;Partial College;2024-10-04;5-10 Miles;Geelong
15465;Jacquelyn;Navarro;Jacquelyn Navarro;1986-03-03;Female;0;Partial College;2024-03-02;0-1 Miles;Geelong
15582;Jeffery;Cai;Jeffery Cai;1974-01-18;Male;2;Bachelors;2023-11-27;2-5 Miles;Geelong
15648;Edgar;Gonzalez;Edgar Gonzalez;1984-03-03;Male;0;Bachelors;2023-10-28;0-1 Miles;Geelong
15786;Marshall;Andersen;Marshall Andersen;1968-05-02;Male;1;Partial College;2023-12-27;5-10 Miles;Geelong
16163;Willie;Chande;Willie Chande;1973-06-13;Male;2;Bachelors;2023-12-06;2-5 Miles;Geelong
16176;Michele;Torres;Michele Torres;1974-02-16;Female;0;Bachelors;2023-11-28;5-10 Miles;Geelong
16663;Rosa;Lu;Rosa Lu;1963-04-08;Female;2;High School;2022-02-19;1-2 Miles;Geelong
16699;Dominic;Kapoor;Dominic Kapoor;1965-02-24;Male;5;Bachelors;2024-05-09;10+ Miles;Geelong
17235;Joshua;Jackson;Joshua Jackson;1980-04-11;Male;0;Bachelors;2024-06-06;10+ Miles;Geelong
17238;Jordan;Patterson;Jordan Patterson;1979-11-19;Male;0;Bachelors;2024-02-12;10+ Miles;Geelong
17252;Colleen;Zhu;Colleen Zhu;1977-05-13;Female;0;High School;2024-06-30;10+ Miles;Geelong
17299;Jaclyn;Ferrier;Jaclyn Ferrier;1971-01-31;Female;0;Bachelors;2022-03-09;5-10 Miles;Geelong
17300;Ivan;Sai;Ivan Sai;1976-01-17;Male;0;Bachelors;2024-05-26;5-10 Miles;Geelong
17334;Luis;Lopez;Luis Lopez;1963-01-12;Male;1;Partial College;2022-03-21;0-1 Miles;Geelong
17351;Terrence;Sharma;Terrence Sharma;1947-02-16;Male;2;Bachelors;2022-03-18;5-10 Miles;Geelong
17730;Bridget;Tang;Bridget Tang;1984-04-01;Female;0;Partial College;2022-04-11;2-5 Miles;Geelong
18250;Jeremiah;Hall;Jeremiah Hall;1973-01-13;Male;5;Bachelors;2022-05-05;10+ Miles;Geelong
18251;Ricky;Sanz;Ricky Sanz;1978-10-17;Male;5;Bachelors;2022-05-29;10+ Miles;Geelong
18255;Rachel;Griffin;Rachel Griffin;1976-07-05;Female;2;Bachelors;2022-05-12;2-5 Miles;Geelong
18711;Emma;Diaz;Emma Diaz;1972-11-10;Female;5;Bachelors;2024-09-17;10+ Miles;Geelong
18739;Christy;Pal;Christy Pal;1972-06-23;Female;1;Partial College;2022-07-20;0-1 Miles;Geelong
19555;Alejandro;Liu;Alejandro Liu;1974-07-21;Male;1;Graduate Degree;2022-08-11;0-1 Miles;Geelong
19609;Kari;Martinez;Kari Martinez;1969-12-20;Female;0;Bachelors;2022-08-25;0-1 Miles;Geelong
19783;Tony;Kumar;Tony Kumar;1966-05-04;Male;2;High School;2022-09-18;5-10 Miles;Geelong
19786;Robin;Carlson;Robin Carlson;1962-01-25;Female;2;High School;2022-09-22;5-10 Miles;Geelong
